"...1","ContactID","Country of Programming","Gender","Nationality","Speaks.English","Speaks.Arabic","Speaks.Amazigh","Speaks.French","Age","Beneficiary.Specialization","Level.of.Education","Highest.Education.Graduation.Date","Currently.Studying","Current.Institution.Type","EFE.Graduation.Date","X..of.Days.Since.Graduation","Mailing.City","Mailing.State.Province","Last.Reached.By.Survey","Number.Days.Until.Job.Placement","Earliest.Job.Placement.Start.Date","Earliest.Job.Placement.Type","Retained.Job.as.of.last.Status.Check","Number.Days.Retained.Job","Continuously.Working","X..Of.Days.Continuously.Working","pl_grad","pl_grad_data","pl_3","pl_3_data","pl_6","pl_6_data","pl_9","pl_9_data","pl_12","pl_12_data","X3.Month.Job.Retention","X3.Month.Continuously.Working","X3.Month.Post.Placement.Data.Avail.YES","X6.Month.Job.Retention","X6.Month.Continuously.Working","X6.Month.Post.Placement.Data.Avail.YES","X9.Month.Job.Retention","X9.Month.Continuously.Working","X9.Month.Post.Placement.Data.Avail.YES","X12.Month.Job.Retention","X12.Month.Continuously.Working","X12.Month.Post.Placement.Data.Avail.YES","Contact.Record.Type.y","Application.Status","Application..Created.Date","Program.would.you.like.to.apply.","Marital.Status","Expected.Graduation.Date","Currently.Working.","Currently.Looking.for.Job.","Duration.Looking.for.Job","Main.Obstacle.to.Secure.Job","Other.Obstacle","Current.Position.Type","Current.Contract.Type","Other.Contract.Type..Current.","Fixed.Term.Contract.Length..Current.","Current.Business.Start.Date","How.Created.Current.Business","Current.Business.Registered.","Business.Generating.Revenue.","Has.Had.Internship","Current.Internship.Start.Date","Has.Had.Paid.Job","Current.Employment.Start.Date","Received.Prior.Prof.Skills.Training.","Motivation.for.Training","Other.Motivation.for.Training","How.Learned.of.EFE","X1st.Preferred.Industry.of.Employment","X2nd.Preferred.Industry.of.Employment","Preferred.Industry.Other","Commit.to.Participation...Attendance","Number.Family.Members","Number.Family.Members.Working","Monthly.Family.Income","Previous.Work.Experience","Number.of.Previous.Jobs","Job.Tenure.in.Months..First.","First.Previous.Job.Salary","Reason.Left.Job..First.","Job.Tenure.in.Months..Second.","Second.Previous.Job.Salary","Reason.Left.Job..Second.","Job.Tenure.in.Months..Third.","Third.Previous.Job.Salary","Reason.Left.Job..Third.","Received.Other.Scholarship.","Scholarship.Details","Registered.Under.Social.Security","Internally.Displaced.Person.","Lives.in.IDP.camp.or.shelter.","Against.attending.training.online.","Strength.of.Applicant.Internet","Against.working.in.mixed.environment.","Years.of.Experience","English.Proficiency","Computer.Proficiency","NumApps","months_job","sorting","Retention_6_months","Retention at 6 Months","Retention_3_months","Retention at 3 Months","Retention_9_months","Retention at 9 Months","Retention_12_months","Retention at 12 Months","ConfidencePost","ConfidencePre","ConfidenceChange","ConfidencePercent","EfficacyPost","EfficacyPre","EfficacyChange","EfficacyPercent"
5733,737,"Jordan Beneficiary","Female","Syria",0,1,0,0,34,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:37:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",6,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",25,15,10,66.67%,22,18,4,22.22%
5734,854,"Morocco Beneficiary","Female","Morocco",0,1,0,1,23,"No Specialization or specific area of study","Bac+2",2018-01-09,0,"NA",2021-01-30,628,NA,"Région de Tanger-Tétouan-Al Hoceima",2021-04-12 14:56:00,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-02,NA,NA,NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","My Employer Recommended This Training",NA,"My employer","Industry/Materials","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5735,736,"Jordan Beneficiary","Female","Syria",0,1,0,0,36,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-19 11:35:59,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",1,1,150,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5736,751,"Jordan Beneficiary","Female","Syria",0,1,0,0,20,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:33:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",9,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5737,672,"Egypt Beneficiary","Female","Egypt",1,1,0,0,24,"Business administration","University Degree",2020-05-14,0,"NA",2021-05-20,518,NA,"Giza",2021-10-12 11:26:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Egypt Beneficiary","Enrolled",2021-01-29,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"Facebook","Advertising/Marketing/PR","Other","??????","Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5738,746,"Jordan Beneficiary","Female","Syria",0,1,0,0,38,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-19 11:32:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",8,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",19,23,-4,-17.39%,24,16,8,50.00%
5739,785,"Morocco Beneficiary","Male","Morocco",1,1,1,1,35,"Management/Economy","Bac+3",2011-06-01,0,"NA",2021-02-19,608,NA,"Région de Rabat-Salé-Kénitra",2021-04-15 06:58:00,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-01,NA,NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Other","Commerce/Sales/Distribution/Purchases","Marketing/Advertising",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5740,824,"Morocco Beneficiary","Male","Morocco",1,1,0,1,35,"Other","Niveau Bac + 2",2011-07-01,0,"NA",2021-03-09,590,NA,"Marrakech et région",2021-11-22 07:36:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-01,NA,NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Friend","Bank/Insurance","Management/Economy",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5741,873,"Morocco Beneficiary","Female","Morocco",1,1,0,1,25,"Environment","Bac+5",2020-10-08,0,"NA",2021-02-19,608,NA,"Région de Rabat-Salé-Kénitra",2021-11-20 07:54:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-03,NA,NA,NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Learn to Plan Career Path",NA,"Facebook","Education/Training/Coaching","Environment",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5742,754,"Jordan Beneficiary","Female","Syria",0,1,0,0,20,NA,"Below Tawjihi",NA,0,"NA",2021-10-03,382,NA,"Zarqa",2022-10-19 03:13:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-09-03,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Cuisine",NA,NA,"Yes",8,1,350,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,2,"Not Placed",6,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",24,22,2,9.09%,22,23,-1,-4.35%
5743,870,"Morocco Beneficiary","Female","Morocco",0,1,0,0,30,"No Specialization or specific area of study","Bac+2",2016-07-05,0,"NA",2021-01-30,628,NA,"Région de Tanger-Tétouan-Al Hoceima",2021-04-12 14:42:00,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-03,NA,NA,NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","My Employer Recommended This Training",NA,"My employer","Industry/Materials","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",20,12,8,66.67%,19,11,8,72.73%
5744,710,"Morocco Beneficiary","Female","Morocco",1,1,0,1,28,"Industry/Materials","Bac+5",2020-10-22,0,"NA",2021-02-19,608,NA,"Marrakech et région",2021-04-15 08:51:59,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-01-30,NA,NA,NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Job Search Skills",NA,"Facebook","Energy/Electricity","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5746,961,"Jordan Beneficiary","Female","Syria",0,1,0,0,24,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-23 07:55:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-07,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Difficulty in preparing a CV",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Learn to Work Effectively On a Team",NA,"Friend","Factory production",NA,NA,"No",6,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5747,874,"Morocco Beneficiary","Female","Morocco",0,1,0,1,23,"Biology/Chemistry","Bac+3",2020-07-30,0,"NA",2021-07-27,450,"Casablanca","Casablanca-Settat",2021-08-23 10:32:00,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-07-30,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"Yes","Improve Professional Skills",NA,"University","Agribusiness/Food","Biology/Chemistry",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5748,863,"Morocco Beneficiary","Male","Morocco",0,1,0,1,29,"Management/Economy","Bac+5",2016-10-26,0,"NA",2021-02-19,608,NA,"Région de Rabat-Salé-Kénitra",2021-04-15 06:38:00,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-03,NA,NA,NA,"No","Yes","More than 1 Year","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Professional Skills",NA,"Friend","Management/Economy","Bank/Insurance",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5749,886,"Palestine Beneficiary","Male","Palestine",1,1,0,0,24,"Finance","University Degree",2020-09-15,0,"NA",2021-03-04,595,NA,"Salfit",2022-01-15 08:53:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Palestine Beneficiary","Accepted",2021-02-04,"Pathways to a Job","Single",NA,"No","Yes","3 Months or Less","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Facebook","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,"Elementary","Excellent",1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",20,19,1,5.26%,19,17,2,11.76%
5751,959,"Jordan Beneficiary","Female","Syria",0,1,0,0,28,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-23 07:56:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-07,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",4,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5752,891,"Morocco Beneficiary","Female","Morocco",0,1,0,1,28,"Health","Bac+3",2016-07-06,0,"NA",2021-02-26,601,NA,"Région de Rabat-Salé-Kénitra",2021-08-25 08:58:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-04,NA,NA,NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","Improve Job Search Skills",NA,"Friend","Health","Other","Education","Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5753,694,"Egypt Beneficiary","Female","Egypt",1,1,0,0,24,"Business administration","University Degree",2020-09-02,0,"NA",2021-03-21,578,NA,"Qalyubia",2022-01-17 08:58:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Egypt Beneficiary","Accepted",2021-01-29,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Difficulty in interviewing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Learn to Plan Career Path",NA,"Friend","Advertising/Marketing/PR","Banking/Finance",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5754,856,"Morocco Beneficiary","Female","Morocco",0,1,0,1,29,"No Specialization or specific area of study","Bac+2",2012-07-01,0,"NA",2021-01-30,628,NA,"Région de Tanger-Tétouan-Al Hoceima",2021-08-25 06:57:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-02,NA,NA,NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","My Employer Recommended This Training",NA,"My employer","Industry/Materials","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",22,17,5,29.41%,20,15,5,33.33%
5755,859,"Morocco Beneficiary","Female","Morocco",0,1,0,1,27,"No Specialization or specific area of study","Bac+2",2021-01-26,0,"NA",2021-01-30,628,NA,"Région de Tanger-Tétouan-Al Hoceima",2021-08-25 06:53:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-02,NA,NA,NA,"No","Yes","More than 1 Year","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","My Employer Recommended This Training",NA,"My employer","Industry/Materials","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",23,16,7,43.75%,21,15,6,40.00%
5756,738,"Jordan Beneficiary","Female","Syria",0,1,0,0,31,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:34:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Divorced",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",2,1,250,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",23,24,-1,-4.17%,20,22,-2,-9.09%
5757,878,"Morocco Beneficiary","Female","Morocco",0,1,0,1,25,"Management/Economy","Bac+5",2020-09-30,0,"NA",2021-02-19,608,"Salé","Rabat-Salé-Kénitra",2021-11-20 08:21:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-03,NA,NA,NA,"No","Yes","4-6 Months","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Help Me Find a Job",NA,"University","Finance/Audit","Bank/Insurance",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",19,18,1,5.56%,21,22,-1,-4.55%
5758,742,"Jordan Beneficiary","Female","Syria",0,1,0,0,26,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:34:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",4,1,100,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",25,22,3,13.64%,16,22,-6,-27.27%
5759,957,"Jordan Beneficiary","Female","Syria",0,1,0,0,34,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-23 08:00:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-07,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"No",5,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5760,740,"Jordan Beneficiary","Female","Syria",0,1,0,0,35,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:32:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",7,1,30,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
